Restaurant Name,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes
Kabab And Tadka,Noida,North Indian,600,No,Yes,2,2.5,Orange,Average,36
Kanha Bhog,Noida,"Mithai, Street Food",150,No,No,1,2.6,Orange,Average,26
Mezbaan Jaika Restaurant,Noida,"Biryani, North Indian, Fast Food",500,No,No,2,2.7,Orange,Average,18
Pind Balluchi,Noida,"Biryani, North Indian, Mughlai",1000,No,Yes,3,2.6,Orange,Average,26
Red Capsicum,Noida,North Indian,500,No,Yes,2,2.6,Orange,Average,25
Singh Foods,Noida,"North Indian, Mughlai",700,No,Yes,2,3.2,Orange,Average,7
Sparrows At Home Bakery & Cafe,Noida,"Cafe, Bakery",500,No,No,2,3.3,Orange,Average,13
The New Koyla Kitchen,Noida,"North Indian, Chinese",600,No,Yes,2,2.7,Orange,Average,36
They�_����,Noida,"North Indian, Mughlai, Chinese",800,No,Yes,2,3.4,Orange,Average,13
Your Spicy Kitchen,Noida,"Mughlai, Continental, Chinese",800,Yes,No,2,3.1,Orange,Average,8
Yumm Biryani,Noida,"Biryani, Mughlai",550,No,Yes,2,3.2,Orange,Average,27
Aureo Dine & Bake House,Noida,"North Indian, Chinese, Continental",1000,Yes,Yes,3,3.5,Yellow,Good,367
Being Truckers,Noida,Fast Food,550,No,Yes,2,3.8,Yellow,Good,99
China Leaf,Noida,"Chinese, Thai",650,No,Yes,2,3.7,Yellow,Good,115
Mera Vala Dabba,Noida,North Indian,400,No,Yes,1,3.6,Yellow,Good,18
Moti Mahal Delux- Legendary Culinary,Noida,"North Indian, Mughlai",900,No,Yes,2,3.6,Yellow,Good,72
Noshh,Noida,North Indian,850,No,Yes,2,3.6,Yellow,Good,56
Tadqa Tandoor Express,Noida,"North Indian, Mughlai",750,No,Yes,2,3.6,Yellow,Good,108
The Kebab Company,Noida,"Fast Food, North Indian",400,No,Yes,1,3.5,Yellow,Good,21
Affamato,Noida,"Italian, Pizza",400,No,No,1,0.0,White,Not rated,0
Ahmed's,Noida,Mughlai,200,No,No,1,0.0,White,Not rated,0
Caff�� La Poya,Noida,"Cafe, Continental, Fast Food, Italian",600,No,No,2,0.0,White,Not rated,0
Chaskaa Restaurant,Noida,"North Indian, Mughlai, Chinese",400,No,No,1,0.0,White,Not rated,1
Chawla's 2,Noida,"North Indian, Mughlai, Chinese, Fast Food",700,No,No,2,0.0,White,Not rated,1
Chination,Noida,Chinese,700,No,No,2,0.0,White,Not rated,3
Essen Foods,Noida,"North Indian, Chinese, Mughlai",500,No,No,2,0.0,White,Not rated,0
Haochi,Noida,Chinese,600,No,No,2,0.0,White,Not rated,1
Lassilo,Noida,Fast Food,200,No,No,1,0.0,White,Not rated,0
Mittal Bikaneri Sweets,Noida,"Mithai, Street Food",100,No,No,1,0.0,White,Not rated,0
Royale Bakers,Noida,"Bakery, Fast Food, Desserts",350,No,Yes,1,0.0,White,Not rated,0
RV's Family Restaurant,Noida,"North Indian, South Indian, Italian, Chinese",500,No,No,2,0.0,White,Not rated,0
The Cake Shop,Noida,Bakery,250,No,No,1,0.0,White,Not rated,2
Top Food,Noida,"North Indian, Chinese",300,No,No,1,0.0,White,Not rated,3
Uncle's Corner,Noida,Fast Food,400,No,No,1,0.0,White,Not rated,1
Urban Express,Noida,North Indian,400,No,No,1,0.0,White,Not rated,0
Viddya Chinese Fast Food,Noida,"Chinese, Fast Food",300,No,No,1,0.0,White,Not rated,0
Domino's Pizza,Noida,"Pizza, Fast Food",700,No,No,2,2.1,Red,Poor,84
Kamboj's,Noida,"North Indian, Mughlai, Chinese",800,Yes,Yes,2,2.4,Red,Poor,76
Pizza Hut Delivery,Noida,"Italian, Pizza",800,No,Yes,2,2.3,Red,Poor,94
Subway,Noida,"American, Fast Food, Salad, Healthy Food",500,No,No,2,2.4,Red,Poor,51
The Cake Expert's,Noida,"Bakery, Desserts, Fast Food",250,No,Yes,1,2.4,Red,Poor,63
The Saffron Boutique,Noida,"North Indian, Chinese",800,Yes,No,2,4.0,Green,Very Good,175
Aggarwal Kachori Wale,Noida,North Indian,100,No,No,1,3.0,Orange,Average,9
Bakes & Cakes,Noida,Bakery,250,No,Yes,1,3.0,Orange,Average,5
Burger's Kitchen,Noida,Fast Food,350,No,No,1,2.8,Orange,Average,31
Jhatpat Khana,Noida,North Indian,400,No,No,1,3.0,Orange,Average,7
Mahi Rasoi,Noida,North Indian,500,No,Yes,2,2.6,Orange,Average,34
Night Safari Cafe,Noida,Fast Food,300,No,No,1,3.0,Orange,Average,4
Saheb's Restaurant,Noida,"North Indian, Chinese, Mughlai, Fast Food",550,No,No,2,2.7,Orange,Average,26
Scrummy Bites,Noida,"North Indian, Chinese",350,No,Yes,1,3.1,Orange,Average,30
Berco's,Noida,"Chinese, Thai",1100,No,Yes,3,3.7,Yellow,Good,1182
Cream Bell Scoopers,Noida,Ice Cream,200,No,No,1,0.0,White,Not rated,2
Mayur Kitchen,Noida,"North Indian, Mughlai",500,No,No,2,0.0,White,Not rated,0
Raghav Ki Rasoi,Noida,"North Indian, Chinese",350,No,Yes,1,0.0,White,Not rated,0
Red Chilli,Noida,"North Indian, Chinese, Mughlai",500,No,No,2,0.0,White,Not rated,1
Riyaz Biryani Corner,Noida,Biryani,200,No,No,1,0.0,White,Not rated,1
Standard Sweets & Confectioners,Noida,"Mithai, Street Food",150,No,No,1,0.0,White,Not rated,3
Standard Sweets,Noida,"Mithai, Street Food",150,No,No,1,0.0,White,Not rated,1
Sushma Homemade Tiffin,Noida,"North Indian, South Indian",200,No,No,1,0.0,White,Not rated,0
The Tasty Corner,Noida,"North Indian, Chinese",300,No,No,1,0.0,White,Not rated,0
The Zaika King,Noida,"North Indian, Mughlai",600,No,No,2,0.0,White,Not rated,3
Tiffinhunt,Noida,North Indian,200,No,Yes,1,0.0,White,Not rated,1
Top Burger,Noida,Fast Food,200,No,No,1,0.0,White,Not rated,1
Aggarwal Sweet Shop,Noida,"Mithai, Street Food",150,No,Yes,1,2.3,Red,Poor,15
Hungry - I,Noida,"Cafe, Italian, Continental, Chinese",450,No,Yes,1,2.6,Orange,Average,26
Oh Buoy,Noida,"Mexican, Italian, Fast Food",550,No,No,2,3.4,Orange,Average,55
Caffeinated,Noida,Beverages,200,No,No,1,3.9,Yellow,Good,64
Sam and Scrooge,Noida,"Continental, Mexican, American, Fast Food, Italian, Chinese",550,No,Yes,2,3.9,Yellow,Good,132
Tpot,Noida,Cafe,400,No,Yes,1,3.6,Yellow,Good,20
Hunger's Hub,Noida,"Chinese, Fast Food",200,No,No,1,0.0,White,Not rated,0
Modi's Baker's Zone,Noida,"Bakery, Fast Food, Chinese",400,No,No,1,0.0,White,Not rated,0
The Flip On Wheel,Noida,"North Indian, Fast Food",400,No,No,1,0.0,White,Not rated,1
Big Biryani,Noida,"Biryani, Mughlai",300,No,No,1,0.0,White,Not rated,1
Aroma,Noida,"South Indian, North Indian, Street Food",300,No,No,1,3.0,Orange,Average,4
Bawarchi,Noida,"North Indian, Mughlai, Fast Food",450,No,No,1,2.9,Orange,Average,5
Book Food Kitchen,Noida,"North Indian, Chinese",400,No,Yes,1,3.1,Orange,Average,19
Breaktym,Noida,"North Indian, Mughlai",400,No,Yes,1,2.5,Orange,Average,6
Chaska By Taste,Noida,"North Indian, Chinese",600,No,No,2,2.9,Orange,Average,4
Domino's Pizza,Noida,"Pizza, Fast Food",700,No,No,2,2.5,Orange,Average,27
Grill King,Noida,"North Indian, Chinese",400,No,No,1,3.0,Orange,Average,4
Moti Mahal Deluxe Advant,Noida,"North Indian, Mughlai",1400,No,No,3,2.8,Orange,Average,7
Rolling Beans,Noida,North Indian,200,No,Yes,1,2.8,Orange,Average,9
RollsKing,Noida,Fast Food,400,No,No,1,3.2,Orange,Average,19
SnacksWale.com,Noida,"North Indian, Fast Food",400,No,No,1,2.8,Orange,Average,8
Subway,Noida,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,2.6,Orange,Average,13
Super Cake Shop,Noida,"Bakery, Desserts",300,No,No,1,2.9,Orange,Average,6
Aureo Dine & Bake House,Noida,"Bakery, Fast Food",300,No,No,1,0.0,White,Not rated,3
B Bawarchi Restaurant,Noida,"North Indian, Mughlai, Chinese",600,No,No,2,0.0,White,Not rated,2
Brajwasi,Noida,North Indian,500,No,No,2,0.0,White,Not rated,0
Cafe Coffee Day,Noida,Cafe,450,No,No,1,0.0,White,Not rated,3
Cafe Coffee Day,Noida,Cafe,450,No,No,1,0.0,White,Not rated,0
Cafe Lounge,Noida,"Cafe, Bakery, Fast Food",350,No,No,1,0.0,White,Not rated,0
Cafe Treat,Noida,"North Indian, Italian, Continental",450,No,No,1,0.0,White,Not rated,0
Casa Bake,Noida,Bakery,700,No,No,2,0.0,White,Not rated,2
China Town,Noida,Chinese,300,No,No,1,0.0,White,Not rated,0
Costa Coffee,Noida,Cafe,600,No,No,2,0.0,White,Not rated,0
Delhi Foods,Noida,North Indian,200,No,No,1,0.0,White,Not rated,0
Deli Chic,Noida,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,2
Delicacies,Noida,Bakery,500,No,No,2,0.0,White,Not rated,1
Kanha Ji Sweets & Restaurant,Noida,"Mithai, North Indian, Street Food",200,No,No,1,0.0,White,Not rated,1
Little China,Noida,Chinese,250,No,No,1,0.0,White,Not rated,1
Lola's Cafe,Noida,"Cafe, Fast Food",350,No,No,1,0.0,White,Not rated,1
Madras Coffee House,Noida,Beverages,100,No,No,1,0.0,White,Not rated,1
Moju Juice Bar,Noida,Beverages,200,No,No,1,0.0,White,Not rated,0
Peniel Restaurant,Noida,South Indian,200,No,No,1,0.0,White,Not rated,3
Pizza Key,Noida,"Pizza, Fast Food",700,No,No,2,0.0,White,Not rated,3
Sandoz,Noida,"North Indian, Chinese",500,No,No,2,0.0,White,Not rated,1
Subway,Noida,"American, Fast Food, Salad, Healthy Food",500,No,No,2,0.0,White,Not rated,0
Tandoori Mystery,Noida,North Indian,400,No,No,1,0.0,White,Not rated,3
Taste of Punjab,Noida,North Indian,300,No,No,1,0.0,White,Not rated,0
Tea Nation,Noida,"Fast Food, Beverages",200,No,No,1,0.0,White,Not rated,1
The Corporate Kitchen,Noida,"North Indian, Chinese",300,No,No,1,0.0,White,Not rated,0
The Royal Kitchen,Noida,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,0
Tpot,Noida,"Fast Food, Beverages",500,No,No,2,0.0,White,Not rated,1
Wild Chef House,Noida,"Continental, Chinese, North Indian, Indian",500,No,Yes,2,0.0,White,Not rated,3
DIOS The Neighbourhood Bistro,Noida,"Continental, Fast Food, Italian",1300,Yes,No,3,4.2,Green,Very Good,108
Cake n Flower,Noida,Bakery,150,No,No,1,2.9,Orange,Average,7
Dilli 6,Noida,"North Indian, Chinese",500,No,Yes,2,2.8,Orange,Average,84
Food Bell,Noida,"North Indian, South Indian",400,No,No,1,2.8,Orange,Average,6
Kalpana Hotel,Noida,North Indian,200,No,No,1,2.9,Orange,Average,4
Sagar Dhaba,Noida,North Indian,350,No,No,1,3.1,Orange,Average,27
Shree Balaji Shudh Vaishno Hotel,Noida,North Indian,150,No,No,1,2.9,Orange,Average,5
Shree Rathnam,Noida,"South Indian, North Indian, Chinese",800,Yes,Yes,2,3.3,Orange,Average,57
Simran's Cake Studio,Noida,Bakery,250,No,No,1,3.4,Orange,Average,23
Sweet Cake,Noida,Bakery,300,No,No,1,3.0,Orange,Average,10
The Cake Xpress,Noida,"Bakery, Desserts",250,No,Yes,1,3.0,Orange,Average,43
The Chef,Noida,"North Indian, Mughlai, Chinese, Fast Food",500,No,No,2,2.7,Orange,Average,8
The Flying Pan,Noida,"North Indian, Fast Food",400,No,No,1,3.2,Orange,Average,12
Wrapster,Noida,Fast Food,200,No,No,1,3.2,Orange,Average,48
Getafix Petit,Noida,"Healthy Food, Juices",700,No,Yes,2,3.5,Yellow,Good,14
Lawn Bistro,Noida,"North Indian, Chinese, Thai, Continental",1500,Yes,Yes,3,3.6,Yellow,Good,328
Cake N Gifts,Noida,Bakery,300,No,No,1,0.0,White,Not rated,0
Cheese Pizza,Noida,Pizza,250,No,No,1,0.0,White,Not rated,0
Divya Hotal,Noida,North Indian,150,No,No,1,0.0,White,Not rated,2
Green Valley Chinese Food,Noida,Chinese,200,No,No,1,0.0,White,Not rated,0
Hooting Owl Cafe,Noida,"Fast Food, Beverages",300,No,No,1,0.0,White,Not rated,2
Jaak Foods,Noida,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,1
Kaka Restaurant,Noida,"Mughlai, North Indian",450,No,No,1,0.0,White,Not rated,1
KC Bakers,Noida,Bakery,350,No,No,1,0.0,White,Not rated,1
KC Bakery,Noida,Bakery,250,No,No,1,0.0,White,Not rated,1
Rajan Foods Corner,Noida,North Indian,300,No,No,1,0.0,White,Not rated,1
Sagar Dhaba,Noida,North Indian,350,No,No,1,0.0,White,Not rated,2
Sarfira,Noida,Fast Food,200,No,No,1,0.0,White,Not rated,1
Shama Chicken Corner,Noida,Mughlai,300,No,No,1,0.0,White,Not rated,2
Yummy Kitchen,Noida,"North Indian, Mughlai",450,No,No,1,0.0,White,Not rated,1
Barista,Noida,Cafe,650,No,No,2,2.9,Orange,Average,22
Divine Curries,Noida,"North Indian, Chinese, South Indian",700,No,Yes,2,3.0,Orange,Average,31
Moon Bite,Noida,"North Indian, Chinese",300,No,Yes,1,3.3,Orange,Average,13
Subway,Noida,"American, Fast Food, Salad, Healthy Food",500,No,No,2,3.4,Orange,Average,55
Hurry's Paratha,Noida,North Indian,200,No,Yes,1,3.5,Yellow,Good,45
McDonald's,Noida,"Fast Food, Burger",500,No,Yes,2,3.7,Yellow,Good,135
Cafe Coffee Day,Noida,Cafe,450,No,No,1,0.0,White,Not rated,2
Dunkin' Donuts,Noida,"Burger, Desserts, Fast Food",600,No,No,2,0.0,White,Not rated,2
Green Chilli Fast Food,Noida,Chinese,300,No,No,1,0.0,White,Not rated,0
Street Food Corner,Noida,Chinese,250,No,No,1,0.0,White,Not rated,0
Barbeque Nation,Noida,"North Indian, Chinese, Mediterranean",1600,No,No,3,4.3,Green,Very Good,1670
Aggarwal,Noida,"South Indian, Chinese, Street Food, Mithai",400,No,Yes,1,3.3,Orange,Average,61
Anchor Bar & Kitchen,Noida,"North Indian, Chinese",1300,Yes,No,3,2.5,Orange,Average,106
Basil Tree,Noida,"Italian, North Indian, Chinese",1200,Yes,Yes,3,3.4,Orange,Average,431
Bon Bon Pastry Shop,Noida,"Bakery, Desserts, Fast Food",150,No,No,1,3.1,Orange,Average,213
BSGulati's Punjabi Swad,Noida,"North Indian, Mughlai",700,No,Yes,2,2.5,Orange,Average,357
Cafe-18,Noida,Fast Food,250,No,No,1,2.5,Orange,Average,103
Chandni Chowk Ke Mashhoor Paranthe,Noida,North Indian,100,No,No,1,2.8,Orange,Average,30
Cheenos,Noida,"American, Italian",1500,Yes,No,3,2.6,Orange,Average,521
Gola Sizzlers,Noida,"Chinese, North Indian, Mughlai, Continental",1600,Yes,No,3,3.3,Orange,Average,198
Hira Sweets,Noida,"Mithai, North Indian, South Indian, Street Food, Chinese",600,No,No,2,3.3,Orange,Average,36
Karim's,Noida,"Mughlai, North Indian",1200,Yes,No,3,3.3,Orange,Average,446
KFC,Noida,"American, Fast Food, Burger",500,No,Yes,2,2.7,Orange,Average,608
Khan's Kathi Rolls,Noida,"North Indian, Street Food",400,No,No,1,3.2,Orange,Average,76
Nathu's Sweets,Noida,"North Indian, South Indian, Chinese, Street Food, Fast Food, Mithai, Desserts",600,No,Yes,2,2.5,Orange,Average,211
Nawabi Mughlai Zaika,Noida,"North Indian, Mughlai",600,No,Yes,2,3.3,Orange,Average,19
Nite Bites,Noida,"North Indian, Chinese, Continental",650,No,Yes,2,3.4,Orange,Average,68
Nizam's Kathi Kabab,Noida,"North Indian, Fast Food",900,No,Yes,2,3.0,Orange,Average,139
NSD Resto Bar & Kitchen,Noida,"North Indian, Chinese, Continental",1000,Yes,No,3,2.6,Orange,Average,19
PS Wah Bhai Wah,Noida,"North Indian, Chinese",700,No,Yes,2,2.6,Orange,Average,89
Sagar Ratna,Noida,"South Indian, North Indian, Chinese",600,No,Yes,2,3.2,Orange,Average,277
Sbarro,Noida,"Pizza, Italian",600,No,Yes,2,3.3,Orange,Average,97
Swag & Swad,Noida,"North Indian, Chinese, Mughlai",600,No,Yes,2,3.4,Orange,Average,19
The Fizz,Noida,"North Indian, Mughlai, Chinese",1400,Yes,Yes,3,3.2,Orange,Average,80
The Kitchen,Noida,"North Indian, Mughlai",350,No,Yes,1,3.2,Orange,Average,47
Twenty Four Seven,Noida,"Fast Food, North Indian",300,No,No,1,3.4,Orange,Average,45
Vinny's Restro Bar,Noida,"North Indian, Chinese",1300,Yes,No,3,3.2,Orange,Average,37
Walk In The Woods,Noida,"North Indian, Mughlai, Chinese",1400,Yes,Yes,3,3.0,Orange,Average,203
Xiian,Noida,"Italian, Continental, North Indian, Chinese",1400,Yes,Yes,3,3.4,Orange,Average,286
Zest Bar and Lounge,Noida,"Finger Food, North Indian, Chinese",1000,Yes,No,3,3.4,Orange,Average,223
Angels in my Kitchen,Noida,"Bakery, Desserts, Fast Food",350,No,Yes,1,3.9,Yellow,Good,205
Baby Dragon Bar & Restaurant,Noida,"North Indian, Continental, Thai, Chinese",1350,Yes,Yes,3,3.5,Yellow,Good,326
Baker Street,Noida,"Bakery, Beverages, Fast Food",300,No,Yes,1,3.6,Yellow,Good,40
Bamboo Shoots,Noida,"Chinese, Seafood, Asian",1600,Yes,Yes,3,3.9,Yellow,Good,515
Bikanervala Bliss,Noida,"North Indian, Fast Food, Chinese",1200,No,No,3,3.6,Yellow,Good,235
Bikanervala,Noida,"North Indian, South Indian, Fast Food, Street Food, Chinese, Beverages, Desserts, Mithai",550,No,Yes,2,3.7,Yellow,Good,331
Bikkgane Biryani,Noida,"Biryani, North Indian, Hyderabadi",800,Yes,Yes,2,3.8,Yellow,Good,612
Burbee's Cafe,Noida,"American, Italian, Chinese, North Indian, Cafe",900,Yes,Yes,2,3.7,Yellow,Good,833
Cafe Coffee Day,Noida,Cafe,450,No,Yes,1,3.6,Yellow,Good,125
Deez Biryani & Kebabs,Noida,"Biryani, North Indian, Mughlai",650,No,Yes,2,3.5,Yellow,Good,430
Desi Vibes,Noida,"North Indian, Mughlai",1400,No,Yes,3,3.8,Yellow,Good,2019
Dhaba at Atta,Noida,"North Indian, Mughlai",1000,No,Yes,3,3.8,Yellow,Good,477
DND,Noida,"North Indian, Fast Food",350,No,Yes,1,3.5,Yellow,Good,196
Domino's Pizza,Noida,"Pizza, Fast Food",700,No,No,2,3.6,Yellow,Good,547
Donald's Pastry Shop,Noida,Bakery,300,No,Yes,1,3.8,Yellow,Good,402
Doosri Mehfil,Noida,"North Indian, Chinese, Mughlai",950,Yes,Yes,2,3.8,Yellow,Good,285
Fit Bites,Noida,Healthy Food,800,No,Yes,2,3.8,Yellow,Good,154
Hungry Minister,Noida,"Continental, Mexican, Fast Food, Chinese",400,No,Yes,1,3.5,Yellow,Good,147
Hurry's Paratha,Noida,"Pizza, North Indian",200,No,Yes,1,3.5,Yellow,Good,47
Imly,Noida,"Street Food, Continental, South Indian, North Indian, Chinese",600,No,No,2,3.9,Yellow,Good,204
Jambox,Noida,"Fast Food, Beverages",500,No,Yes,2,3.6,Yellow,Good,30
LIT Ultrabar,Noida,"Continental, American, North Indian, Chinese",1550,Yes,No,3,3.6,Yellow,Good,425
Mainland China,Noida,Chinese,1800,Yes,Yes,3,3.7,Yellow,Good,743
McDonald's,Noida,Fast Food,500,No,Yes,2,3.9,Yellow,Good,403
Metro Dhaba,Noida,"North Indian, Fast Food, Chinese, Biryani, Mughlai",500,No,Yes,2,3.8,Yellow,Good,418
Nazeer Foods,Noida,"Mughlai, North Indian",600,No,Yes,2,3.6,Yellow,Good,703
Our Story Bistro & Tea Room,Noida,"Cafe, Italian, Continental, Desserts",1000,Yes,No,3,3.9,Yellow,Good,320
Paddy's Cafe,Noida,Cafe,800,Yes,Yes,2,3.7,Yellow,Good,302
Popular Cakery,Noida,"Bakery, Desserts, Fast Food",500,No,Yes,2,3.9,Yellow,Good,250
Punjabi By Nature,Noida,"North Indian, Mughlai",2000,Yes,Yes,4,3.7,Yellow,Good,770
Sadda Adda,Noida,"Fast Food, Chinese, North Indian",300,No,No,1,3.5,Yellow,Good,22
Subway,Noida,"American, Fast Food, Salad, Healthy Food",500,No,Yes,2,3.8,Yellow,Good,268
Swagath,Noida,"North Indian, Chinese, South Indian, Seafood, Chettinad",1500,Yes,No,3,3.6,Yellow,Good,415
TFK - The Flaming Kick,Noida,"North Indian, Asian, Continental",2350,Yes,Yes,4,3.5,Yellow,Good,214
The Great Kabab Factory,Noida,"North Indian, Mughlai",2200,Yes,No,4,3.5,Yellow,Good,540
The Patiala Kkitchen,Noida,North Indian,1600,Yes,Yes,3,3.6,Yellow,Good,332
The Tandoori Village,Noida,"North Indian, Mughlai, Italian, Chinese",1500,Yes,No,3,3.5,Yellow,Good,247
The Yellow Chilli,Noida,"North Indian, Mughlai",1600,Yes,Yes,3,3.7,Yellow,Good,222
Top Breads,Noida,"Bakery, Fast Food",200,No,Yes,1,3.5,Yellow,Good,420
Wat-a-Burger!,Noida,Fast Food,350,No,Yes,1,3.6,Yellow,Good,324
Chawla's 2,Noida,"North Indian, Mughlai, Chinese, Fast Food",700,No,Yes,2,2.2,Red,Poor,81
Himalaya,Noida,North Indian,450,No,Yes,1,2.3,Red,Poor,31
Public Cafe,Noida,"Fast Food, Beverages",450,No,Yes,1,2.1,Red,Poor,74
RPM - Zanzi Bar,Noida,"Chinese, North Indian",2000,Yes,No,4,2.4,Red,Poor,103
Mad Over Donuts,Noida,Desserts,450,No,Yes,1,4.2,Green,Very Good,235
RollsKing,Noida,Fast Food,300,No,No,1,4.0,Green,Very Good,1055
Lumbini Food Point,Noida,Chinese,350,No,No,1,2.8,Orange,Average,18
Owlcity,Noida,Fast Food,400,No,Yes,1,3.6,Yellow,Good,165
Night Munchers,Noida,North Indian,500,No,No,2,0.0,White,Not rated,1
Night Munchies,Noida,"North Indian, Chinese, South Indian",500,No,No,2,0.0,White,Not rated,0
Anand Food Factory,Noida,"North Indian, Chinese",300,No,No,1,2.9,Orange,Average,4
Nirula's,Noida,"Fast Food, North Indian, Chinese, Desserts, Ice Cream",1100,Yes,Yes,3,2.5,Orange,Average,221
Snacks India,Noida,"North Indian, Chinese, South Indian",500,No,Yes,2,3.6,Yellow,Good,103
Ahaar Udyan,Noida,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,0
Choco Bee,Noida,"Bakery, Desserts",500,No,No,2,0.0,White,Not rated,3
Crazy Noodles,Noida,"Chinese, Thai",1100,No,Yes,3,0.0,White,Not rated,2
Dakshin Platter,Noida,South Indian,300,No,No,1,0.0,White,Not rated,0
Kathi Junction,Noida,Fast Food,200,No,No,1,0.0,White,Not rated,2
Sonu Parantha Corner,Noida,North Indian,200,No,No,1,0.0,White,Not rated,0
Olive Kitchen,Noida,"North Indian, Chinese",500,No,Yes,2,2.6,Orange,Average,17
R Cafe,Noida,South Indian,400,No,No,1,3.0,Orange,Average,5
Eating Point,Noida,North Indian,300,No,No,1,0.0,White,Not rated,3
New Gee Pee,Noida,"Fast Food, Chinese",300,No,No,1,3.3,Orange,Average,27
Uncle's JVCC Restaurant,Noida,"North Indian, Chinese",600,No,Yes,2,3.0,Orange,Average,26
Twenty Four Seven,Noida,Fast Food,250,No,No,1,0.0,White,Not rated,1
Hari Om Restaurant,Noida,North Indian,250,No,No,1,3.0,Orange,Average,10
Jain Restaurant,Noida,"North Indian, Chinese, South Indian",500,No,Yes,2,3.0,Orange,Average,7
Lajawab Family Restaurant,Noida,"North Indian, Chinese",450,No,Yes,1,2.5,Orange,Average,17
Alam Muradabadi & Hyderabadi Biryani,Noida,"Mughlai, Biryani",500,No,No,2,0.0,White,Not rated,0
Bala Ji Raja Dhaba,Noida,North Indian,200,No,No,1,0.0,White,Not rated,0
Brijwasi Dhaba,Noida,North Indian,200,No,No,1,0.0,White,Not rated,0
Prerna Family Restaurant,Noida,"North Indian, Chinese",450,No,No,1,0.0,White,Not rated,0
Rana Dhaba,Noida,North Indian,500,No,No,2,0.0,White,Not rated,0
The Food Factory,Noida,North Indian,150,No,No,1,0.0,White,Not rated,1
221 B Baker Street,Noida,Bakery,350,No,Yes,1,3.4,Orange,Average,102
Hunger's Hub,Noida,"North Indian, Chinese, Mughlai",550,No,Yes,2,3.1,Orange,Average,16
Lajwaab Restaurant,Noida,"North Indian, Chinese",500,No,No,2,2.6,Orange,Average,59
Republic of Chicken,Noida,"Raw Meats, Fast Food",400,No,No,1,3.0,Orange,Average,37
Gauranga Sweets,Noida,Mithai,500,No,No,2,0.0,White,Not rated,2
Green Valley Chinese Food,Noida,Chinese,350,No,No,1,0.0,White,Not rated,0
Super Cake Shop,Noida,"Bakery, Desserts",300,No,Yes,1,2.5,Orange,Average,4
Dev Food,Noida,"North Indian, South Indian, Chinese",300,No,No,1,0.0,White,Not rated,0
Wakhra Swaad,Noida,"North Indian, Fast Food",500,No,Yes,2,4.1,Green,Very Good,112
27 Grills,Noida,"North Indian, Chinese, Mughlai",600,No,Yes,2,3.3,Orange,Average,159
China Hot Pot,Noida,Chinese,400,No,No,1,3.0,Orange,Average,6
Himalaya Momos & Roll,Noida,"Chinese, Fast Food",200,No,No,1,2.7,Orange,Average,15
Hungry House Pizzas & More,Noida,"Pizza, Fast Food",600,No,Yes,2,3.4,Orange,Average,79
Khana Khajana Da Dhaba,Noida,North Indian,450,No,No,1,2.9,Orange,Average,5
M.P. Chole Tikki Wala,Noida,Street Food,150,No,No,1,3.0,Orange,Average,10
Maa Vaishno Shudh Bhojnalaya,Noida,North Indian,250,No,No,1,3.1,Orange,Average,8
More Than Caf��,Noida,Fast Food,400,No,No,1,3.0,Orange,Average,5
Public Cafe,Noida,"Fast Food, Beverages",450,No,Yes,1,2.6,Orange,Average,13
Sadda Taste,Noida,"North Indian, Fast Food, Chinese",450,No,No,1,3.1,Orange,Average,12
Sati Restaurant,Noida,North Indian,200,No,No,1,3.2,Orange,Average,12
Super Cake Shop,Noida,Bakery,300,No,Yes,1,2.8,Orange,Average,8
Uncle's Punjabi Rasoi,Noida,North Indian,400,No,No,1,2.9,Orange,Average,7
